108	5.212000000000001E-7
109	4.6096000000000007E-7
110	4.8058E-7
111	4.4018E-7
112	4.9615E-7
113	4.841E-7
114	5.037200000000001E-7
115	4.6332000000000005E-7
116	5.235600000000001E-7
117	4.6332000000000005E-7
118	4.829399999999999E-7
119	4.4254E-7
120	5.456600000000001E-7
121	5.0126E-7
122	5.2088E-7
123	4.804800000000001E-7
124	5.407200000000001E-7
125	4.804800000000001E-7
126	5.001E-7
127	4.597E-7
128	3.7726E-7
129	4.0488999999999997E-7
130	4.2677E-7
131	4.5204E-7
132	4.2677E-7
133	4.544E-7
134	4.7628E-7
135	4.7935E-7
136	4.0467000000000004E-7
137	4.3229999999999997E-7
138	4.5418E-7
139	4.7945E-7
140	4.5418E-7
141	4.8181E-7
142	5.0369E-7
143	4.5856999999999996E-7
144	4.2677E-7
145	4.544E-7
146	4.7628000000000003E-7
147	5.015500000000001E-7
148	4.7628000000000003E-7
149	5.0391E-7
150	5.2579E-7
151	4.9887E-7
152	4.2419000000000004E-7
153	4.5182E-7
154	4.737E-7
155	4.9897E-7
156	4.737E-7
157	5.013300000000001E-7
158	5.2321E-7
159	4.7809E-7
160	4.4664000000000003E-7
161	4.5443000000000003E-7
162	4.7404999999999993E-7
163	4.3364999999999997E-7
164	4.9615E-7
165	4.8174E-7
166	5.0136E-7
167	4.6096000000000007E-7
168	4.7405000000000004E-7
169	4.8184E-7
170	5.014599999999999E-7
171	4.6106E-7
172	5.2356E-7
173	4.6095999999999997E-7
174	4.8058E-7
175	4.4018E-7
176	4.961500000000001E-7
177	5.0394E-7
178	5.235599999999999E-7
179	4.8316E-7
180	5.456600000000001E-7
181	5.0126E-7
182	5.2088E-7
183	4.804800000000001E-7
184	4.9357E-7
185	5.0136E-7
186	5.209799999999999E-7
187	4.8058E-7
188	5.4308E-7
189	4.8048E-7
190	5.001E-7
191	4.597E-7
192	4.4664000000000003E-7
193	4.7426999999999997E-7
194	4.9615E-7
195	4.8174E-7
196	4.5421E-7
197	4.8184E-7
198	5.037200000000001E-7
199	4.6096000000000007E-7
200	4.7405000000000004E-7
201	5.0168E-7
202	5.2356E-7
203	4.6095999999999997E-7
204	4.3342999999999993E-7
205	4.6106E-7
206	4.8294E-7
207	4.4018E-7
208	4.961500000000001E-7
209	5.2378E-7
210	5.456600000000001E-7
211	5.0126E-7
212	4.7373E-7
213	5.0136E-7
214	5.232400000000001E-7
215	4.804800000000001E-7
216	4.9357E-7
217	5.212E-7
218	5.4308E-7
219	4.8048E-7
220	4.5294999999999994E-7
221	4.8058E-7
222	5.0246E-7
223	4.597E-7
224	5.1602E-7
225	4.8413E-7
226	5.0375E-7
227	4.633500000000001E-7
228	5.235900000000001E-7
229	4.633500000000001E-7
230	4.8297E-7
231	4.4257E-7
232	5.4343E-7
233	4.6335E-7
234	4.8297E-7
235	4.4257E-7
236	5.0281E-7
237	4.4257E-7
238	4.6218999999999993E-7
239	4.2178999999999997E-7
240	5.655300000000001E-7
241	5.0365E-7
242	5.2327E-7
243	4.828700000000001E-7
244	5.431100000000001E-7
245	4.828700000000001E-7
246	5.0249E-7
247	4.6209000000000003E-7
248	5.6295E-7
249	4.8287E-7
250	5.0249E-7
251	4.6209000000000003E-7
252	5.2233E-7
253	4.6209000000000003E-7
254	4.817099999999999E-7
255	4.4130999999999997E-7
256	3.7726000000000003E-7
257	4.0488999999999997E-7
258	4.2677E-7
259	4.5204E-7
260	4.2677E-7
261	4.5440000000000005E-7
262	4.7628E-7
263	4.9919E-7
264	4.2677E-7
265	4.5440000000000005E-7
266	4.7628E-7
267	5.0155E-7
268	4.7628E-7
269	5.0391E-7
270	5.2579E-7
271	4.9887E-7
272	3.7704E-7
273	4.0467E-7
274	4.2654999999999996E-7
275	4.5182E-7
276	4.2654999999999996E-7
277	4.5418E-7
278	4.7606E-7
279	4.9897E-7
280	4.2655E-7
281	4.5418E-7
282	4.7606E-7
283	5.0133E-7
284	4.7606E-7
285	5.036900000000001E-7
286	5.2557E-7
287	4.7809E-7
288	4.4664000000000003E-7
289	4.5443000000000003E-7
290	4.7404999999999993E-7
291	4.3364999999999997E-7
292	4.9615E-7
293	5.0158E-7
294	5.212E-7
295	4.808E-7
296	4.9615E-7
297	5.0394E-7
298	5.2356E-7
299	4.8316E-7
300	5.456600000000001E-7
301	5.0126E-7
302	5.2088E-7
303	4.804800000000001E-7
304	4.4642E-7
305	4.5421E-7
306	4.7382999999999995E-7
307	4.3343E-7
308	4.9593E-7
309	5.013599999999999E-7
310	5.2098E-7
311	4.8058E-7
312	4.9593E-7
313	5.037200000000001E-7
314	5.2334E-7
315	4.8294E-7
316	5.4544E-7
317	4.8048E-7
318	5.001E-7
319	4.597E-7
320	4.4664000000000003E-7
321	4.7426999999999997E-7
322	4.9615E-7
323	5.0158E-7
324	4.7404999999999993E-7
325	5.0168E-7
326	5.2356E-7
327	4.808E-7
328	4.9615E-7
329	5.2378E-7
330	5.456600000000001E-7
331	5.0126E-7
332	4.7373E-7
333	5.0136E-7
334	5.232400000000001E-7
335	4.804800000000001E-7
336	4.4642E-7
337	4.7405E-7
338	4.9593E-7
339	5.013599999999999E-7
340	4.7382999999999995E-7
341	5.014599999999999E-7
342	5.2334E-7
343	4.8058E-7
344	4.9593E-7
345	5.2356E-7
346	5.4544E-7
347	4.8048E-7
348	4.5294999999999994E-7
349	4.8058E-7
350	5.0246E-7
351	4.597E-7
352	5.1602E-7
353	5.0397E-7
354	5.2359E-7
355	4.8319E-7
356	5.4343E-7
357	4.8319E-7
358	5.028099999999999E-7
359	4.6240999999999997E-7
360	5.6553E-7
361	5.0365E-7
362	5.2327E-7
363	4.828700000000001E-7
364	5.431100000000001E-7
365	4.828700000000001E-7
366	5.0249E-7
367	4.6209000000000003E-7
368	5.158E-7
369	5.0375E-7
370	5.2337E-7
371	4.829700000000001E-7
372	5.4321E-7
373	4.829700000000001E-7
374	5.0259E-7
375	4.6219E-7
376	5.6531E-7
377	4.8287E-7
378	5.0249E-7
379	4.6209000000000003E-7
380	5.2233E-7
381	4.6209000000000003E-7
382	4.817099999999999E-7
383	4.4130999999999997E-7
384	4.4664000000000003E-7
385	4.7426999999999997E-7
386	4.9615E-7
387	5.2142E-7
388	4.9615E-7
389	5.2378E-7
390	5.4566E-7
391	5.0126E-7
392	4.2658000000000005E-7
393	4.5421E-7
394	4.7609E-7
395	5.0136E-7
396	4.7609E-7
397	5.037200000000001E-7
398	5.256E-7
399	4.8048E-7
400	4.4642E-7
401	4.7405E-7
402	4.9593E-7
403	5.212E-7
404	4.9593E-7
405	5.2356E-7
406	5.454399999999999E-7
407	4.8048E-7
408	4.058E-7
409	4.3343E-7
410	4.5530999999999997E-7
411	4.8058E-7
412	4.5530999999999997E-7
413	4.8294E-7
414	5.0482E-7
415	4.5969999999999997E-7
416	5.1602E-7
417	5.2381E-7
418	5.434299999999999E-7
419	5.0303E-7
420	5.6553E-7
421	5.0365E-7
422	5.2327E-7
423	4.828700000000001E-7
424	4.959600000000001E-7
425	5.0375E-7
426	5.2337E-7
427	4.8297E-7
428	5.4547E-7
429	4.8287E-7
430	5.0249E-7
431	4.6209000000000003E-7
432	5.158E-7
433	5.235900000000001E-7
434	5.4321E-7
435	5.028099999999999E-7
436	5.6531E-7
437	4.8287E-7
438	5.0249E-7
439	4.6209000000000003E-7
440	4.7518E-7
441	4.8297E-7
442	5.0259E-7
443	4.6219E-7
444	5.246900000000001E-7
445	4.6209E-7
446	4.817099999999999E-7
447	4.4130999999999997E-7
448	5.1602E-7
449	5.4365E-7
450	5.6553E-7
451	5.0365E-7
452	4.7612E-7
453	5.0375E-7
454	5.256300000000001E-7
455	4.828700000000001E-7
456	4.959600000000001E-7
457	5.2359E-7
458	5.4547E-7
459	4.8287E-7
460	4.5533999999999995E-7
461	4.8297E-7
462	5.0485E-7
463	4.6209000000000003E-7
464	5.158E-7
465	5.434299999999999E-7
466	5.6531E-7
467	4.8287E-7
468	4.5533999999999995E-7
469	4.8297E-7
470	5.0485E-7
471	4.6209000000000003E-7
472	4.7518E-7
473	5.0281E-7
474	5.246900000000001E-7
475	4.6209E-7
476	4.3455999999999994E-7
477	4.6218999999999993E-7
478	4.8407E-7
479	4.4130999999999997E-7
480	5.854E-7
481	5.0604E-7
482	5.256600000000001E-7
483	4.852600000000001E-7
484	5.455000000000001E-7
485	4.852600000000001E-7
486	5.0488E-7
487	4.6448000000000004E-7
488	5.653400000000001E-7
489	4.8526E-7
490	5.0488E-7
491	4.6448000000000004E-7
492	5.247200000000001E-7
493	4.6448000000000004E-7
494	4.841E-7
495	4.437E-7
496	5.8518E-7
497	4.8526E-7
498	5.0488E-7
499	4.6448000000000004E-7
500	5.247200000000001E-7
501	4.6448000000000004E-7
502	4.841E-7
503	4.437E-7
504	5.4456E-7
505	4.6448E-7
506	4.841E-7
507	4.437E-7
508	5.0394E-7
509	4.437E-7
510	4.6331999999999994E-7
511	4.2292E-7
