3.806360000000001E-7	001111101110001000001110110110111	1.8824000000000004E-6
3.806360000000001E-7	001111101110001000001110100110111	1.92302E-6
3.806360000000001E-7	001111101110001000001110100110101	1.9439E-6
3.806360000000001E-7	001111101110001000001110100010101	1.8943900000000004E-6
3.806360000000001E-7	001101101110001000001110100010101	1.91278E-6
3.806360000000001E-7	001101101111001000001110100010101	1.98216E-6
3.806360000000001E-7	001101101111001000000110100010101	1.9746900000000005E-6
3.806360000000001E-7	011101101111001000000110100010101	2.04407E-6
3.806360000000001E-7	011111101111001000000110100010101	2.03409E-6
3.806360000000001E-7	011111101111001000000110100010001	2.00668E-6
3.806360000000001E-7	010111101111001000000110100010001	1.97698E-6
3.806360000000001E-7	010111111111001000000110100010001	1.9584900000000005E-6
3.806360000000001E-7	010111111111001000010110100010001	1.9377100000000004E-6
3.806360000000001E-7	010111111111000000010110100010001	1.8683300000000006E-6
3.806360000000001E-7	010111111111000000010010100010001	1.8891100000000005E-6
3.806360000000001E-7	010111111111000100010010100010001	1.9386500000000005E-6
3.806360000000001E-7	010111111110000100010010100010001	1.8692700000000005E-6
3.806360000000001E-7	010111111110000100010110100010001	1.8484900000000005E-6
3.806360000000001E-7	010111111100000100010110100010001	1.7791100000000005E-6
3.806360000000001E-7	010111111100000101010110100010001	1.8065200000000003E-6
3.806360000000001E-7	010101111100000101010110100010001	1.8250100000000002E-6
3.806360000000001E-7	010101111100000101010010100010001	1.8457900000000001E-6
3.806360000000001E-7	010101111100100101010010100010001	1.8930700000000002E-6
3.806360000000001E-7	010101111100100101010010100010000	1.88528E-6
3.806360000000001E-7	010101111100100101010000100010000	1.90606E-6
3.806360000000001E-7	010001111100100101010000100010000	1.8587800000000002E-6
3.806360000000001E-7	010001111100000101010000100010000	1.8115000000000001E-6
3.806360000000001E-7	010001111100000101010000100110000	1.8610100000000001E-6
3.806360000000001E-7	010001111100000101010000100111000	1.9105200000000003E-6
3.806360000000001E-7	010001111100000101010000000111000	1.9426300000000002E-6
3.806360000000001E-7	010001101100000101010000000111000	1.8732500000000004E-6
3.806360000000001E-7	010001101100000101010000000101000	1.8237400000000003E-6
3.806360000000001E-7	010001101100000101011000000101000	1.8732500000000002E-6
3.806360000000001E-7	010001101100000101011000010101000	1.8808200000000004E-6
3.806360000000001E-7	010001101100000100011000010101000	1.8534100000000006E-6
3.806360000000001E-7	010001101100000000011000010101000	1.7840300000000006E-6
3.806360000000001E-7	010001101100000000011000000101000	1.7764600000000004E-6
3.806360000000001E-7	010001101000000000011000000101000	1.7070800000000004E-6
3.806360000000001E-7	010001101000000000011000000101010	1.7565900000000004E-6
3.806360000000001E-7	010001101000000000011000000111010	1.8061000000000006E-6
3.806360000000001E-7	010000101000000000011000000111010	1.7367200000000006E-6
3.806360000000001E-7	010000101000000000010000000111010	1.6872100000000006E-6
3.806360000000001E-7	010000101000000000010000000011010	1.6377000000000004E-6
3.806360000000001E-7	010000101001000000010000000011010	1.7070800000000006E-6
3.806360000000001E-7	010000101001000000010000000001010	1.6575700000000005E-6
3.806360000000001E-7	010000101001000001010000000001010	1.6849800000000003E-6
3.806360000000001E-7	010000001001000001010000000001010	1.6156000000000003E-6
3.806360000000001E-7	010000001001100001010000000001010	1.6849800000000003E-6
3.806360000000001E-7	010000001001100001010000001001010	1.7344900000000004E-6
3.806360000000001E-7	010000001001110001010000001001010	1.7397300000000007E-6
3.806360000000001E-7	010000001001110001011000001001010	1.7892400000000006E-6
3.806360000000001E-7	010000001001110001111000001001010	1.8387500000000006E-6
3.806360000000001E-7	010000001000110001111000001001010	1.7915700000000004E-6
3.806360000000001E-7	010000001000110001111000001001110	1.8410800000000003E-6
3.806360000000001E-7	010000001000110001111000001001100	1.7915700000000004E-6
