1.0E-5	35	3.6426999999999997E-7
9.800000000000001E-6	0	3.0788E-7
9.604000000000002E-6	0	3.0788E-7
9.411920000000002E-6	0	3.0788E-7
9.223681600000002E-6	0	3.0788E-7
9.039207968000002E-6	0	3.0788E-7
8.858423808640001E-6	0	3.0788E-7
8.681255332467201E-6	0	3.0788E-7
8.507630225817857E-6	0	3.0788E-7
8.3374776213015E-6	0	3.0788E-7
8.17072806887547E-6	0	3.0788E-7
8.007313507497962E-6	0	3.0788E-7
7.847167237348003E-6	0	3.0788E-7
7.690223892601042E-6	0	3.0788E-7
7.536419414749021E-6	0	3.0788E-7
7.385691026454041E-6	0	3.0788E-7
7.23797720592496E-6	0	3.0788E-7
7.093217661806461E-6	0	3.0788E-7
6.9513533085703315E-6	0	3.0788E-7
6.812326242398925E-6	0	3.0788E-7
6.676079717550946E-6	0	3.0788E-7
6.542558123199927E-6	0	3.0788E-7
6.411706960735929E-6	0	3.0788E-7
6.28347282152121E-6	0	3.0788E-7
6.157803365090786E-6	0	3.0788E-7
6.03464729778897E-6	0	3.0788E-7
5.9139543518331905E-6	0	3.0788E-7
5.795675264796526E-6	0	3.0788E-7
5.679761759500596E-6	0	3.0788E-7
5.5661665243105836E-6	0	3.0788E-7
5.4548431938243716E-6	0	3.0788E-7
5.345746329947884E-6	0	3.0788E-7
5.238831403348926E-6	0	3.0788E-7
5.134054775281947E-6	0	3.0788E-7
5.031373679776308E-6	0	3.0788E-7
4.930746206180782E-6	0	3.0788E-7
4.832131282057166E-6	0	3.0788E-7
4.735488656416022E-6	0	3.0788E-7
4.640778883287702E-6	0	3.0788E-7
4.547963305621948E-6	0	3.0788E-7
4.457004039509509E-6	0	3.0788E-7
4.367863958719318E-6	0	3.0788E-7
4.280506679544932E-6	0	3.0788E-7
4.1948965459540335E-6	0	3.0788E-7
4.110998615034953E-6	0	3.0788E-7
4.028778642734254E-6	0	3.0788E-7
3.948203069879568E-6	0	3.0788E-7
3.869239008481976E-6	0	3.0788E-7
3.7918542283123367E-6	0	3.0788E-7
3.71601714374609E-6	0	3.0788E-7
3.6416968008711683E-6	0	3.0788E-7
3.568862864853745E-6	0	3.0788E-7
3.49748560755667E-6	0	3.0788E-7
3.4275358954055366E-6	0	3.0788E-7
3.358985177497426E-6	0	3.0788E-7
3.2918054739474773E-6	0	3.0788E-7
3.2259693644685277E-6	0	3.0788E-7
3.161449977179157E-6	0	3.0788E-7
3.0982209776355737E-6	0	3.0788E-7
3.036256558082862E-6	0	3.0788E-7
2.9755314269212047E-6	0	3.0788E-7
2.9160207983827805E-6	0	3.0788E-7
2.857700382415125E-6	0	3.0788E-7
2.8005463747668223E-6	0	3.0788E-7
2.744535447271486E-6	0	3.0788E-7
2.6896447383260564E-6	0	3.0788E-7
2.635851843559535E-6	0	3.0788E-7
2.5831348066883444E-6	0	3.0788E-7
2.5314721105545775E-6	0	3.0788E-7
2.480842668343486E-6	0	3.0788E-7
2.4312258149766162E-6	0	3.0788E-7
